Reporting Fiscal Year,Agency,Agency Name,Resource indicators,Previous FY Actual,Current FY Plan,Current FY Updated Plan,Next FY Plan,Previous FY 4-Month Actual,Current FY 4-Month Actual,Notes
2019,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Capital commitments ($000,000)",$137.50,$424.90,"$1,208.60",$429.10,$0.00,$63.90,
2019,NYPD,POLICE DEPARTMENT,"Expenditures ($000,000)","$5,788.40","$5,595.30","$5,828.40","$5,601.40","$1,932.50","$2,039.90",Includes all funds.
2019,NYPD,POLICE DEPARTMENT,"Revenues ($000,000)",$95.60,$99.70,$103.20,$104.50,$30.80,$42.80,
2019,NYPD,POLICE DEPARTMENT,Personnel (uniformed),"36,643","36,105","36,113","36,118","36,573","36,372",
2019,NYPD,POLICE DEPARTMENT,Personnel (civilian),"17,112","17,372","17,507","17,673","16,969","17,416",
2019,NYPD,POLICE DEPARTMENT,"Overtime paid ($000,000)",$724.60,$629.50,$629.40,$621.00,$239.40,$255.70,
2019,NYPD,POLICE DEPARTMENT,"Capital commitments ($000,000)",$327.10,$563.80,$581.10,$402.30,$33.50,$54.10,
2019,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Expenditures ($000,000)",$44.40,$49.60,$50.90,$52.40,$17.90,$18.60,Includes all funds.
2019,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Revenues ($000,000)",$157.80,$137.00,$155.20,$141.80,$52.90,$63.60,
2019,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Personnel,393,498,496,498,387,383,
2019,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Overtime paid ($000),$68.00,$50.00,$50.00,$50.00,$19.00,$13.00,
2019,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Expenditures ($000,000)",$76.60,$78.70,$92.60,$83.30,$27.60,$31.70,This is a subtotal of the Department of Health and Mental Hygiene total. Includes all funds.
2019,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Revenues ($000),$8.00,$100.00,$50.00,$50.00,$1.00,$0.00,This is a subtotal of the Department of Health and Mental Hygiene total.
2019,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Personnel,639,735,759,742,603,648,This is a subtotal of the Department of Health and Mental Hygiene total.
2019,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Overtime paid ($000,000)",$5.80,$2.90,$2.80,$2.50,$1.70,$2.00,This is a subtotal of the Department of Health and Mental Hygiene total.
2019,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Expenditures ($000,000)",$267.20,$284.90,$322.70,$174.00,$141.20,$103.90,Includes all funds.
2019,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Revenues ($000,000)",$0.40,$0.20,$0.40,$0.20,$0.10,$0.10,
2019,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Personnel,304,418,406,375,314,292,
2019,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Overtime paid ($000),$57.00,$65.00,$65.00,$65.00,$24.00,$20.00,
2019,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Human services contract budget ($000,000)",$32.90,$20.90,$33.00,$20.90,$5.60,$14.90,
2019,SCA,SCHOOL CONSTRUCTION AUTHORITY,Personnel,809,909,909,909,808,816,
2019,SCA,SCHOOL CONSTRUCTION AUTHORITY,"Capital commitments ($000,000)","$3,544.30","$3,786.10","$5,301.10","$3,506.80",$762.60,$403.00,
2019,TLC,NYC TAXI AND LIMOUSINE COMM,"Expenditures ($000,000)",$45.70,$52.50,$51.60,$57.40,$17.70,$18.40,Includes all funds.
2019,TLC,NYC TAXI AND LIMOUSINE COMM,"Revenues ($000,000)",$82.90,$57.40,$57.40,$61.60,$28.10,$30.60,
2019,TLC,NYC TAXI AND LIMOUSINE COMM,Personnel,584,679,674,675,560,611,
2019,TLC,NYC TAXI AND LIMOUSINE COMM,Overtime paid ($000),"$1,171.00","$1,213.00","$1,213.00","$1,213.00",$331.00,$409.00,
2018,311,311,"Expenditures ($000,000)",$44.20,$44.20,$43.80,$43.30,$20.40,$17.70,This is a subtotal of the Department of Information Technology and Telecommunications total. Includes all funds.
2018,311,311,Personnel,347,405,405,405,355,372,This is a subtotal of the Department of Information Technology and Telecommunications total.
2018,311,311,Overtime paid ($000),$238.00,$239.00,$239.00,$239.00,$69.00,$54.00,This is a subtotal of the Department of Information Technology and Telecommunications total.
2018,ACS,ADMIN FOR CHILDREN'S SERVICES,"Expenditures ($000,000)","$2,974.10","$3,129.30","$3,157.60","$2,570.40","$1,625.50","$1,605.30",Includes all funds.
2018,ACS,ADMIN FOR CHILDREN'S SERVICES,"Revenues ($000,000)",$8.50,$3.40,$3.40,$3.40,$1.40,$4.40,
2018,ACS,ADMIN FOR CHILDREN'S SERVICES,Personnel,"6,362.00","7,216.00","7,217.00","7,032.00","6,208.00","6,435.00",
2018,ACS,ADMIN FOR CHILDREN'S SERVICES,"Overtime paid ($000,000)",$49.10,$17.20,$17.20,$17.20,$9.40,$16.90,
2018,ACS,ADMIN FOR CHILDREN'S SERVICES,"Capital commitments ($000,000)",$10.00,$372.10,$413.20,$49.40,$6.50,$14.40,
2018,ACS,ADMIN FOR CHILDREN'S SERVICES,"Human services contract budget ($000,000)","$1,742.90","$1,858.10","$1,852.60","$1,351.30",$565.20,$594.10,
2018,BIC,BUSINESS INTEGRITY COMMISSION,"Expenditures ($000,000)",$9.60,$8.70,$9.00,$8.60,$4.20,$4.10,Includes all funds.
2018,BIC,BUSINESS INTEGRITY COMMISSION,"Revenues ($000,000)",$4.80,$5.60,$6.60,$5.10,$1.40,$2.10,
2018,BIC,BUSINESS INTEGRITY COMMISSION,Personnel,78,88,89,88,81,80,
2018,BIC,BUSINESS INTEGRITY COMMISSION,Overtime paid ($000),$67.00,$24.00,$42.00,$24.00,$21.00,$32.00,
2018,BOE,BOARD OF ELECTIONS,"Expenditures ($000,000)",$121.60,$141.00,$143.00,$95.10,$51.90,$47.70,Includes all funds.
2018,BOE,BOARD OF ELECTIONS,Revenues ($000),$51.00,$116.00,$116.00,$116.00,$20.00,$27.00,
2018,BOE,BOARD OF ELECTIONS,Personnel,706,"1,067.00","1,067.00","1,067.00",776,751,
2018,BOE,BOARD OF ELECTIONS,"Overtime paid ($000,000)",$8.30,$10.90,$10.90,$2.30,$4.20,$3.80,
2018,CCHR,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$10.40,$14.80,$14.90,$14.10,$3.40,$4.50,Includes all funds.
2018,CCHR,COMMISSION ON HUMAN RIGHTS,Personnel,108,161,161,161,103,118,
2018,CCHR,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$5.00,$11.00,$11.00,$11.00,$2.00,$1.00,
2018,CCRB,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$15.20,$16.00,$16.00,$16.70,$4.90,$5.40,Includes all funds.
2018,CCRB,COMMISSION ON HUMAN RIGHTS,Personnel,173,194,194,194,169,171,
2018,CCRB,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$330.00,$0.00,$225.00,$0.00,$98.00,$109.00,
2018,CUNY,CITY UNIVERSITY OF NEW YORK,"Expenditures ($000,000)","$1,158.50","$1,153.20","$1,265.90","$1,169.60",$229.20,$142.30,Includes all funds.
2018,CUNY,CITY UNIVERSITY OF NEW YORK,"Revenues ($000,000)",$404.80,$415.30,$415.30,$415.30,$67.00,$0.00,
2018,CUNY,CITY UNIVERSITY OF NEW YORK,Personnel,"9,184.00","9,899.00","9,899.00","10,102.00","10,220.00","10,579.00",
2018,CUNY,CITY UNIVERSITY OF NEW YORK,"Overtime paid ($000,000)",$8.00,$1.60,$5.70,$1.60,$2.20,$2.40,
2018,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Expenditures ($000,000)",$36.10,$41.60,$41.60,$40.90,$12.10,$15.40,Includes all funds.
2018,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,"Revenues ($000,000)",$32.70,$28.00,$28.30,$27.30,$7.50,$9.30,
2018,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Personnel,391,439,439,439,355,393,
2018,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Overtime paid ($000),$267.00,$57.00,$120.00,$57.00,$46.00,$10.00,
2018,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Expenditures ($000,000)","$1,165.90","$1,189.20","$1,245.10","$1,151.10",$852.40,$718.00,Includes all funds.
2018,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Revenues ($000,000)",$77.00,$65.80,$71.10,$65.30,$27.80,$25.20,
2018,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Personnel,"2,344.00","2,714.00","2,781.00","2,732.00","2,177.00","2,320.00",
2018,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Overtime paid ($000,000)",$25.90,$18.30,$23.90,$23.00,$7.90,$7.50,
2018,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Capital commitments ($000,000)",$76.00,$555.60,$638.00,$601.50,$7.40,$10.90,
2018,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Expenditures ($000,000)",$182.60,$188.80,$194.00,$143.80,$99.60,$85.00,Includes all funds.
2018,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Personnel,65,76,71,70,66,62,
2018,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Overtime paid ($000),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
2018,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Capital commitments ($000,000)",$147.60,$371.50,$905.80,$37.10,$11.20,$6.60,
2018,DCP,DEPARTMENT OF CITY PLANNING,"Expenditures ($000,000)",$36.30,$49.50,$47.90,$45.50,$16.50,$20.00,Includes all funds.
2018,DCP,DEPARTMENT OF CITY PLANNING,"Revenues ($000,000)",$2.90,$2.00,$2.30,$2.00,$0.70,$1.10,
2018,DCP,DEPARTMENT OF CITY PLANNING,Personnel,333,384,390,373,298,317,
2018,DCP,DEPARTMENT OF CITY PLANNING,Overtime paid ($000),$38.00,$32.00,$32.00,$32.00,$14.00,$11.00,
2018,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Expenditures ($000,000)",$505.60,$351.80,$526.20,$155.90,$506.70,$277.20,Includes all funds.
2018,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Revenues ($000),$106.00,$150.00,$150.00,$150.00,$8.00,$3.00,
2018,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Personnel,"1,396.00","1,459.00","1,584.00","1,467.00","1,416.00","1,387.00",
2018,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Overtime paid ($000,000)",$3.00,$2.10,$2.10,$2.10,$0.90,$0.80,
2018,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Capital commitments (capital projects managed for client agencies) ($000,000)","$2,224.50","$2,248.90","$1,975.30",,,,
2018,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Expenditures ($000,000)","$1,435.90","$1,412.80","$1,505.90","$1,307.60",$683.90,$696.20,Includes all funds.
2018,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Revenues ($000,000)",$26.30,$24.80,$24.80,$24.80,$7.60,$8.40,DEP revenues shown here do not include any of the approximately $1.5 billion the City receives annually from the NYC Water Board in reimbursement for operations & maintenance and in rent.
2018,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,Personnel,"6,011.00","6,408.00","6,539.00","6,507.00","5,876.00","5,903.00",
2018,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Overtime paid ($000,000)",$49.90,$22.60,$22.20,$22.60,$14.30,$13.40,
2018,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Capital commitments ($000,000)","$2,490.60","$3,393.90","$3,270.70","$3,184.60",$332.10,$221.20,
2018,DFTA,DEPARTMENT FOR THE AGING,"Expenditures ($000,000)",$333.50,$365.70,$372.50,$344.10,$198.80,$216.40,Includes all funds.
2018,DFTA,DEPARTMENT FOR THE AGING,"Revenues ($000,000)",$0.50,$1.00,$1.00,$1.00,$0.30,$0.00,
2018,DFTA,DEPARTMENT FOR THE AGING,Personnel,725,688,687,689,662,683,
2018,DFTA,DEPARTMENT FOR THE AGING,Overtime paid ($000),$14.00,$0.00,$12.00,$0.00,$2.00,$3.00,
2018,DFTA,DEPARTMENT FOR THE AGING,"Capital commitments ($000,000)",$3.10,$20.20,$22.20,$18.40,$2.10,$1.30,
2018,DFTA,DEPARTMENT FOR THE AGING,"Human services contract budget ($000,000)",$288.60,$298.20,$302.20,$272.70,$95.90,$109.90,
2018,DHS,DEPARTMENT OF HOMELESS SERVICES,"Expenditures ($000,000)","$1,823.70","$1,617.20","$1,823.80","$1,820.20",$872.70,"$1,182.80",Includes all funds.
2018,DHS,DEPARTMENT OF HOMELESS SERVICES,Personnel,"2,349.00","2,484.00","2,615.00","2,578.00","2,478.00","2,414.00",
2018,DHS,DEPARTMENT OF HOMELESS SERVICES,"Overtime paid ($000,000)",$13.80,$5.50,$5.50,$5.50,$4.00,$4.60,
2018,DHS,DEPARTMENT OF HOMELESS SERVICES,"Capital commitments ($000,000)",$28.50,$136.10,$94.50,$161.50,$2.80,$8.00,
2018,DHS,DEPARTMENT OF HOMELESS SERVICES,"Human services contract budget ($000,000)","$1,468.10","$1,284.80","$1,500.30","$1,472.10",$369.70,$579.90,
2018,DOB,DEPARTMENT OF BUILDINGS,"Expenditures ($000,000)",$150.40,$184.70,$192.90,$183.00,$55.70,$60.10,Includes all funds.
2018,DOB,DEPARTMENT OF BUILDINGS,"Revenues ($000,000)",$303.30,$282.50,$310.70,$297.50,$97.00,$104.60,
2018,DOB,DEPARTMENT OF BUILDINGS,Personnel,"1,551.00","1,704.00","1,826.00","1,905.00","1,418.00","1,568.00",
2018,DOB,DEPARTMENT OF BUILDINGS,"Overtime paid ($000,000)",$7.90,$3.40,$3.40,$3.40,$2.80,$2.40,
2018,DOC,DEPARTMENT OF CORRECTION,"Expenditures ($000,000)","$1,368.60","$1,444.50","$1,449.70","$1,404.50",$469.30,$479.70,Includes all funds.
2018,DOC,DEPARTMENT OF CORRECTION,"Revenues ($000,000)",$22.70,$20.50,$20.50,$20.50,$7.00,$7.10,
2018,DOC,DEPARTMENT OF CORRECTION,Personnel (uniformed),"10,862.00","10,420.00","10,427.00","9,967.00","9,477.00","10,495.00",
2018,DOC,DEPARTMENT OF CORRECTION,Personnel (civilian),"1,830.00","2,243.00","2,264.00","2,281.00","1,680.00","1,849.00",
2018,DOC,DEPARTMENT OF CORRECTION,"Overtime paid ($000,000)",$266.40,$171.40,$171.40,$157.20,$90.80,$74.70,
2018,DOC,DEPARTMENT OF CORRECTION,"Capital commitments ($000,000)",$60.60,"$1,411.30","$1,739.50",$233.40,$13.30,$4.20,
2018,DOE,DEPARTMENT OF EDUCATION,"Expenditures ($000,000)","$23,508.00","$24,328.90","$24,399.20","$25,595.60","$8,916.90","$9,882.00",Includes all funds.
2018,DOE,DEPARTMENT OF EDUCATION,"Revenues ($000,000)",$148.00,$64.40,$51.70,$51.70,$19.90,$17.00,
2018,DOE,DEPARTMENT OF EDUCATION,Personnel,"144,740.00","145,364.00","145,459.00","146,659.00","142,909.00","145,222.00",
2018,DOE,DEPARTMENT OF EDUCATION,"Overtime paid ($000,000)",$24.00,$11.70,$18.10,$17.20,$4.00,$4.40,
2018,DOE,DEPARTMENT OF EDUCATION,"Human services contract budget ($000,000)",$742.40,$845.80,$865.10,"$1,266.10",$161.80,$183.20,
2017,FDNY,FIRE DEPARTMENT,Personnel (uniformed),"10,945","10,884","10,884","10,910","10,621","10,800",
2018,DOF,DEPARTMENT OF FINANCE,"Expenditures ($000,000)",$266.60,$302.50,$300.80,$306.40,$125.90,$123.90,Includes all funds.
2018,DOF,DEPARTMENT OF FINANCE,"Revenues ($000,000)",$818.20,$779.70,$795.30,$780.40,$260.30,$260.40,
2018,DOF,DEPARTMENT OF FINANCE,Personnel,"2,016.00","2,261.00","2,298.00","2,310.00","1,925.00","1,943.00",
2018,DOF,DEPARTMENT OF FINANCE,Overtime paid ($000),"$3,519.00","$1,332.00","$1,259.00","$1,332.00",$947.00,$935.00,
2018,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Expenditures ($000,000)","$1,622.40","$1,612.10","$1,676.80","$1,611.80",$884.30,$934.70,Includes all funds.
2018,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Revenues ($000,000)",$31.00,$31.40,$30.40,$30.40,$10.00,$10.10,
2018,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Personnel,"6,577.00","6,606.00","6,926.00","6,644.00","6,008.00","6,581.00",
2018,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Overtime paid ($000,000)",$10.90,$6.50,$8.70,$6.20,$3.80,$3.20,
2018,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Capital commitments ($000,000)",$21.40,$163.30,$168.90,$161.60,$5.60,$3.10,
2018,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Human services contract budget ($000,000)",$651.50,$696.50,$666.30,$697.70,$182.70,$202.30,
2018,DOI,DEPARTMENT OF INVESTIGATION,"Expenditures ($000,000)",$45.30,$43.90,$56.00,$41.20,$23.00,$21.90,Includes all funds.
2018,DOI,DEPARTMENT OF INVESTIGATION,"Revenues ($000,000)",$3.20,$3.80,$3.80,$3.80,$0.30,$0.40,
2018,DOI,DEPARTMENT OF INVESTIGATION,Personnel,353,399,417,397,349,367,
2018,DOI,DEPARTMENT OF INVESTIGATION,Overtime paid ($000),"$1,047.00",$110.00,$425.00,$110.00,$398.00,$291.00,
2018,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Expenditures ($000,000)",$637.60,$628.30,$765.70,$602.60,$349.40,$267.50,Includes all funds.
2018,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Revenues ($000,000)",$184.20,$176.20,$180.00,$174.40,$49.40,$49.80,
2018,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Personnel,"1,491.00","1,772.00","1,793.00","1,752.00","1,420.00","1,533.00",
2018,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Overtime paid ($000),"$1,845.00",$500.00,$493.00,$493.00,$549.00,$524.00,
2018,DOP,DEPARTMENT OF PROBATION,"Expenditures ($000,000)",$94.50,$103.40,$108.90,$101.40,$43.50,$43.90,Includes all funds.
2018,DOP,DEPARTMENT OF PROBATION,Revenues ($000),$460.00,$302.00,$452.00,$452.00,$142.00,$174.00,
2018,DOP,DEPARTMENT OF PROBATION,Personnel,973,"1,059.00","1,120.00","1,058.00",927,"1,010.00",
2018,DOP,DEPARTMENT OF PROBATION,Overtime paid ($000),"$1,239.00",$534.00,$534.00,$534.00,$225.00,$492.00,
2018,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Expenditures ($000,000)",$7.70,$8.00,$8.20,$9.10,$3.20,$3.10,Includes all funds.
2018,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Revenues ($000,000)",$0.80,$0.90,$0.90,$1.00,$0.30,$0.30,
2018,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Personnel,65,71,77,69,62,59,
2018,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Overtime paid ($000),$4.00,$0.00,$0.00,$0.00,$1.00,$0.00,
2018,DOT,DEPARTMENT OF TRANSPORTATION,"Expenditures ($000,000)",$957.90,$968.00,"$1,001.20",$965.30,$522.10,$508.80,Includes all funds.
2018,DOT,DEPARTMENT OF TRANSPORTATION,"Revenues ($000,000)",$388.20,$368.10,$386.10,$373.20,$118.90,$124.60,
2018,DOT,DEPARTMENT OF TRANSPORTATION,Personnel,"5,502.00","5,429.00","5,567.00","5,413.00","5,296.00","5,460.00",
2018,DOT,DEPARTMENT OF TRANSPORTATION,"Overtime paid ($000,000)",$62.30,$51.70,$52.40,$49.30,$20.10,$21.70,
2018,DOT,DEPARTMENT OF TRANSPORTATION,"Capital commitments ($000,000)","$1,602.90","$2,946.40","$2,670.00","$2,710.20",$85.90,$327.20,
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,"Expenditures ($000,000)",$532.60,$531.80,$564.50,$501.90,$215.00,$221.10,Includes all funds.
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,"Revenues ($000,000)",$70.00,$70.50,$76.00,$74.10,$27.00,$26.60,
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,Personnel (Total FT and FTE),"7,124.00","7,668.00","7,861.00","7,453.00","7,140.00","6,869.00",
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time personnel,"4,124.00","4,275.00","4,401.00","4,321.00","4,196.00","4,126.00",
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time equivalent (FTE) personnel,"3,000.00","3,393.00","3,460.00","3,132.00","2,944.00","2,743.00",
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,Parks Opportunity Program (POP) participants,"1,608.00","1,343.00","1,433.00","1,524.00","1,521.00","1,426.00","The Parks Opportunity Program participants, reflected as full-time equivalents, are a subtotal of the Department's total Personnel count."
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,"Overtime paid ($000,000)",$21.10,$12.80,$13.50,$13.30,$7.40,$8.80,
2018,DPR,DEPARTMENT OF PARKS AND RECREATION,"Capital commitments ($000,000)",$586.00,"$1,647.40","$2,116.90","$1,069.30",$99.50,$99.30,
2018,DSNY,DEPARTMENT OF SANITATION,"Expenditures ($000,000)","$1,601.30","$1,679.40","$1,690.10","$1,714.00",$672.10,$858.90,Includes all funds.
2018,DSNY,DEPARTMENT OF SANITATION,"Revenues ($000,000)",$34.00,$23.80,$29.40,$20.30,$9.30,$12.00,
2018,DSNY,DEPARTMENT OF SANITATION,Personnel (uniformed),"7,544.00","7,517.00","7,543.00","7,634.00","7,739.00","7,759.00",
2018,DSNY,DEPARTMENT OF SANITATION,Personnel (civilian),"2,445.00","2,669.00","2,684.00","2,721.00","2,262.00","2,407.00",
2018,DSNY,DEPARTMENT OF SANITATION,"Overtime paid ($000,000)",$132.50,$105.00,$108.60,$107.20,$23.90,$33.70,
2018,DSNY,DEPARTMENT OF SANITATION,"Capital commitments ($000,000)",$258.30,$345.80,$402.30,$424.30,$152.80,$62.40,
2018,DVS,DEPARTMENT OF VETERANS' SERVICES,"Expenditures ($000,000)",$2.50,$4.40,$4.50,$4.60,$0.60,$1.30,Includes all funds.
2018,DVS,DEPARTMENT OF VETERANS' SERVICES,Personnel,32,40,41,41,22,33,
2018,DVS,DEPARTMENT OF VETERANS' SERVICES,Overtime paid ($000),$11.00,$0.00,$23.00,$0.00,$1.00,$7.00,
2018,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Expenditures ($000,000)",$719.20,$813.00,$836.30,$689.40,$439.50,$500.90,Includes all funds.
2018,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Personnel,526,524,554,521,517,530,
2018,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Overtime paid ($000),$118.00,$154.00,$154.00,$154.00,$42.00,$23.00,
2018,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Human services contract budget ($000,000)",$561.10,$672.10,$623.50,$557.00,$155.40,$191.00,
2018,EDC,ECONOMIC DEVELOPMENT CORPORATION,Personnel,531,510,515,515,490,518,
2018,EDC,ECONOMIC DEVELOPMENT CORPORATION,"Capital commitments ($000,000)",$341.70,"$1,176.90",$974.20,"$1,423.80",$100.70,$101.00,
2018,FDNY,FIRE DEPARTMENT,"Expenditures ($000,000)","$2,037.70","$2,040.70","$2,090.10","$2,014.00",$717.20,$735.70,Includes all funds.
2018,FDNY,FIRE DEPARTMENT,"Revenues ($000,000)",$104.30,$96.90,$100.20,$100.00,$39.00,$40.40,
2018,FDNY,FIRE DEPARTMENT,Personnel (uniformed),"11,090","10,914","10,914","10,946","10,800","10,963",
2018,FDNY,FIRE DEPARTMENT,Personnel (civilian),"6,373","6,207","6,281","6,270","6,022","6,394",
2018,FDNY,FIRE DEPARTMENT,"Overtime paid ($000,000)",$333.20,$284.70,$288.10,$253.10,$114.00,$115.20,
2018,FDNY,FIRE DEPARTMENT,"Capital commitments ($000,000)",$122.70,$256.70,$379.50,$235.70,$12.40,$42.20,
2018,H + H,HEALTH AND HOSPITALS CORP,"Expenditures ($000,000)","$7,536.00","$7,222.10","$7,222.10","$7,427.00","$2,146.10","$2,181.00","NYC H + H Expense, Revenue, Overtime Plans are consistent with H + H November 2017 Plan; Personnel and Capital with NYC February 2018 Financial Plan. Includes all funds."
2018,H + H,HEALTH AND HOSPITALS CORP,"Revenues ($000,000)","$8,139.00","$7,472.20","$7,472.20","$7,673.00","$1,913.90","$1,699.00","NYC H + H Expense, Revenue, Overtime Plans are consistent with H + H November 2017 Plan; Personnel and Capital with NYC February 2018 Financial Plan"
2018,H + H,HEALTH AND HOSPITALS CORP,Personnel,"37,575.00","37,575.00","37,575.00","37,575.00","39,277.00","37,119.00","NYC H + H Expense, Revenue, Overtime Plans are consistent with H + H November 2017 Plan; Personnel and Capital with NYC February 2018 Financial Plan"
2018,H + H,HEALTH AND HOSPITALS CORP,"Overtime paid ($000,000)",$141.70,$153.60,$153.60,$153.60,$53.10,$43.30,"NYC H + H Expense, Revenue, Overtime Plans are consistent with H + H November 2017 Plan; Personnel and Capital with NYC February 2018 Financial Plan"
2018,H + H,HEALTH AND HOSPITALS CORP,"Capital commitments ($000,000)",$202.10,$789.80,"$1,204.80",$896.60,$100.70,$48.00,"NYC H + H Expense, Revenue, Overtime Plans are consistent with H + H November 2017 Plan; Personnel and Capital with NYC February 2018 Financial Plan"
2018,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Expenditures ($000,000)","$1,026.60","$1,145.10","$1,330.60",$870.50,$522.90,$661.20,Includes all funds.
2018,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Revenues ($000,000)",$79.10,$27.20,$62.60,$27.00,$31.90,$35.20,
2018,HPD,HOUSING AND PRESERVATION DEVELOPMENT,Personnel,"2,278.00","2,550.00","2,579.00","2,522.00","2,286.00","2,282.00",
2018,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Overtime paid ($000,000)",$2.40,$2.20,$2.00,$2.00,$0.60,$0.80,
2018,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Capital commitments ($000,000)",$880.00,"$1,133.80","$1,182.10","$1,153.20",$60.20,$72.90,
2018,HRA,HUMAN RESOURCES ADMINISTRATION,"Expenditures ($000,000)","$9,563.40","$9,899.70","$9,911.30","$9,882.70","$3,634.70","$3,576.90",Includes all funds.
2018,HRA,HUMAN RESOURCES ADMINISTRATION,"Revenues ($000,000)",$57.80,$42.60,$42.60,$42.60,$14.10,$13.10,
2018,HRA,HUMAN RESOURCES ADMINISTRATION,Personnel,"13,336.00","14,696.00","14,721.00","14,722.00","13,154.00","13,195.00",
